price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea,error_1,error_decile_1,abs_error_decile_1,relative_error_1,prediction,error,error_decile,abs_error_decile,relative_error
70000.0,4520,3,1,two,yes,no,yes,no,yes,0,no,-1418.6669601554458,6,0,-0.02026667085936351,71899.83690307368,1899.8369030736794,5,0,0.02714052718676685
82000.0,4640,4,1,two,yes,no,no,no,no,1,no,-24855.67680328631,4,3,-0.30311800979617454,84707.5254855465,2707.5254855465028,5,1,0.03301860348227442
92000.0,8580,5,3,two,yes,no,no,no,no,2,no,12954.169592555278,7,1,0.14080619122342694,89970.29597415318,-2029.7040258468187,4,0,-0.02206200028094368
38000.0,2000,2,1,two,yes,no,no,no,no,0,no,2885.127690741414,6,0,0.07592441291424773,41010.18425807795,3010.1842580779485,5,1,0.07921537521257759
44000.0,2160,3,1,two,no,no,yes,no,no,0,no,-3846.4024083143886,6,0,-0.08741823655259974,45561.07815647717,1561.0781564771678,5,0,0.03547904901084472
41000.0,3040,2,1,one,no,no,no,no,no,0,no,-8000.214055202741,6,1,-0.19512717207811564,42919.605698606625,1919.605698606625,5,0,0.046819651185527444
43000.0,3090,3,1,two,no,no,no,no,no,0,no,-3451.4312494945334,6,0,-0.08026584301150078,43336.767636288925,336.76763628892513,4,0,0.007831805495091283
48000.0,4960,4,1,three,no,no,no,no,no,0,no,5910.025257866648,7,0,0.12312552620555516,47519.6749333601,-480.3250666399035,4,0,-0.010006772221664656
54800.0,3350,3,1,two,yes,no,no,no,no,0,no,-7309.358598316256,6,0,-0.1333824561736543,58549.46106088582,3749.46106088582,5,1,0.06842082227893832
55000.0,5300,5,2,two,yes,no,no,no,no,0,no,17533.71341627129,8,2,0.3187947893867507,56180.53704669959,1180.5370466995882,4,0,0.021464309939992515
57000.0,4100,4,1,one,no,no,yes,no,no,0,no,-12663.524911400149,5,1,-0.22216710370877454,57938.372374331346,938.3723743313458,4,0,0.01646267323388326
68000.0,9166,2,1,one,yes,no,yes,no,yes,2,no,16946.678016912716,8,2,0.2492158531898929,72123.08192011154,4123.081920111537,5,1,0.06063355764869908
95000.0,4040,3,1,two,yes,no,yes,yes,no,1,no,-23014.54254717662,4,2,-0.24225834260185916,94679.57553274873,-320.4244672512723,4,0,-0.003372889128960761
38000.0,3630,3,3,two,no,yes,no,no,no,0,no,37029.979045377404,9,4,0.9744731327730896,38637.120360499015,637.1203604990151,4,0,0.01676632527628987
25000.0,3620,2,1,one,yes,no,no,no,no,0,no,17059.319832826113,8,2,0.6823727933130446,30019.302281156022,5019.302281156022,5,2,0.2007720912462409
25245.0,2400,3,1,one,no,no,no,no,no,0,no,7411.08758907509,7,0,0.29356655135967874,26850.81036028382,1605.81036028382,5,0,0.06360904576287661
56000.0,7260,3,2,one,yes,yes,yes,no,no,3,no,33431.99236986396,9,4,0.5969998637475707,56646.58574844191,646.5857484419103,4,0,0.011546174079319826
35500.0,4400,3,1,two,yes,no,no,no,no,0,no,15657.311085099689,8,2,0.4410510164816814,34854.309063057044,-645.6909369429559,4,0,-0.018188477096984672
30000.0,2400,3,1,two,yes,no,no,no,no,0,no,14173.178354783602,7,1,0.4724392784927867,32132.844779375144,2132.844779375144,5,0,0.07109482597917147
48000.0,4120,2,1,two,yes,no,no,no,no,0,no,288.3083848764654,6,0,0.006006424684926363,51069.270436029525,3069.2704360295247,5,1,0.06394313408394843
48000.0,4750,2,1,one,yes,no,no,no,no,0,no,-1994.6451745452941,6,0,-0.04155510780302696,48945.785613929605,945.7856139296055,4,0,0.01970386695686678
52000.0,4280,2,1,one,yes,no,no,no,yes,2,no,12031.79119597339,7,1,0.23138059992256518,51893.039425205476,-106.96057479452429,4,0,-0.0020569341306639287
54000.0,4820,3,1,two,yes,no,no,no,no,0,no,-1376.0210415339316,6,0,-0.02548187113951725,55413.73123482988,1413.7312348298801,5,0,0.026180208052405188
56000.0,5500,4,1,two,yes,yes,yes,no,no,0,no,9435.964490073391,7,1,0.1684993658941677,55881.01200327705,-118.9879967229499,4,0,-0.0021247856557669626
60000.0,5500,3,1,two,yes,no,no,no,yes,0,no,8150.907516922307,7,1,0.1358484586153718,65384.98116976535,5384.9811697653495,5,2,0.08974968616275582
60000.0,5040,3,1,two,yes,no,yes,no,yes,0,no,10397.207549726736,7,1,0.1732867924954456,64265.77020532457,4265.770205324567,5,1,0.07109617008874278
67000.0,6000,2,1,one,yes,no,yes,no,yes,1,no,3633.103838825249,7,0,0.0542254304302276,70564.58742241925,3564.587422419252,5,1,0.05320279734954107
47000.0,2500,2,1,one,no,no,no,no,yes,0,no,-2733.6064622393023,6,0,-0.05816183962211281,48357.23872168255,1357.2387216825518,5,0,0.02887741961026706
70000.0,4095,3,1,two,no,yes,yes,no,yes,0,no,-5243.424837041042,6,0,-0.07490606910058632,70140.94015512934,140.9401551293413,4,0,0.0020134307875620183
45000.0,4095,2,1,one,yes,no,no,no,no,2,no,5233.435488270377,7,0,0.11629856640600839,46806.44640766893,1806.4464076689328,5,0,0.04014325350375406
51000.0,3150,3,1,two,yes,no,yes,no,no,0,no,-355.1213105707502,6,0,-0.006963162952367651,50434.56638569446,-565.4336143055407,4,0,-0.011086933613834131
32500.0,1836,2,1,one,no,no,yes,no,no,0,no,147.9886019241094,6,0,0.00455349544381875,35368.2631108285,2868.2631108284986,5,1,0.08825424956395381
34000.0,2475,3,1,two,yes,no,no,no,no,0,no,10435.083332170456,7,1,0.3069142156520722,36297.79334171861,2297.793341718607,5,1,0.0675821571093708
35000.0,3210,3,1,two,yes,no,yes,no,no,0,no,15854.402671338736,8,2,0.452982933466821,33801.921976566126,-1198.0780234338745,4,0,-0.03423080066953927
36000.0,3180,3,1,one,no,no,no,no,no,0,no,-620.1006461016368,6,0,-0.01722501794726769,35673.764170198294,-326.23582980170613,4,0,-0.009062106383380725
45000.0,1650,3,1,two,no,no,yes,no,no,0,no,-6627.356254544997,6,0,-0.14727458343433325,51474.96148173475,6474.9614817347465,6,2,0.14388803292743882
47000.0,3180,4,1,two,yes,no,yes,no,yes,0,no,18793.188228511746,8,2,0.39985506869173926,44539.48715191398,-2460.512848086022,4,1,-0.05235133719331962
55000.0,3180,2,2,one,yes,no,yes,no,no,2,no,10341.939691499312,7,1,0.1880352671181693,55931.92547287137,931.9254728713713,4,0,0.016944099506752207
63900.0,6360,2,1,one,yes,no,yes,no,yes,1,no,7990.24773028215,7,1,0.12504300047389905,65997.81372318507,2097.8137231850706,5,0,0.03282963573059578
50000.0,4240,3,1,two,yes,no,no,no,yes,0,no,13750.903896823176,7,1,0.27501807793646355,49117.93254195682,-882.0674580431805,4,0,-0.01764134916086361
35000.0,3240,2,1,one,no,yes,no,no,no,1,no,6649.397008369728,7,0,0.1899827716677065,35512.052517713295,512.052517713295,4,0,0.01463007193466557
50000.0,3650,3,1,two,yes,no,no,no,no,0,no,-1461.738688768848,6,0,-0.029234773775376963,50409.4017006938,409.4017006938011,4,0,0.008188034013876022
43000.0,3240,3,1,two,yes,no,no,no,no,2,no,10621.898233510554,7,1,0.24702088915140824,44881.421852424246,1881.421852424246,5,0,0.04375399656800572
55500.0,3780,2,1,two,yes,yes,yes,no,no,0,no,147.1621060436155,6,0,0.0026515694782633424,54434.116153083065,-1065.883846916935,4,0,-0.019205114358863695
57000.0,6480,3,1,two,no,no,no,no,yes,1,no,10796.689224537113,7,1,0.18941560043047567,59898.369733799365,2898.3697337993653,5,1,0.0508485918210415
60000.0,5850,2,1,one,yes,yes,yes,no,no,2,no,4908.16824444363,7,0,0.0818028040740605,57942.33352466464,-2057.6664753353616,4,0,-0.03429444125558936
78000.0,3150,3,2,one,yes,yes,yes,no,yes,0,no,458.846841221879,6,0,0.00588265181053691,73954.39543790104,-4045.6045620989607,3,1,-0.05186672515511488
35000.0,3000,2,1,one,yes,no,no,no,no,1,no,8151.930752425229,7,1,0.2329123072121494,35123.278085335165,123.27808533516509,4,0,0.0035222310095761452
44000.0,3090,2,1,one,yes,yes,yes,no,no,0,no,4754.680944613225,7,0,0.10806093055939148,43833.84345550621,-166.1565444937878,4,0,-0.003776285102131541
47000.0,6060,3,1,one,yes,yes,yes,no,no,0,no,14017.342167111587,7,1,0.2982413227045018,49269.31102319682,2269.3110231968167,5,1,0.04828321325950674
58000.0,5900,4,2,two,no,no,yes,no,no,1,no,14813.936347924173,8,1,0.25541269565386504,58960.34747851267,960.3474785126673,4,0,0.016557715146770124
163000.0,7420,4,1,two,yes,yes,yes,no,yes,2,no,-71191.56052668019,0,9,-0.43675804004098273,143694.55475252564,-19305.44524747436,0,8,-0.11843831440168319
128000.0,8500,3,2,four,yes,no,no,no,yes,2,no,-12778.983303140922,5,1,-0.09983580705578846,125230.68783171389,-2769.312168286109,4,1,-0.02163525131473523
123500.0,8050,3,1,one,yes,yes,yes,no,yes,1,no,-39123.430270078024,3,5,-0.31678890906945767,120008.78009539629,-3491.219904603713,3,1,-0.028268987081811442
39000.0,6800,2,1,one,yes,no,no,no,no,0,no,14164.09087402869,7,1,0.3631818172827869,42457.561220426214,3457.5612204262143,5,1,0.08865541590836447
53900.0,8250,3,1,one,yes,no,no,no,no,2,no,12734.195353481016,7,1,0.236255943478312,54664.395458566425,764.3954585664251,4,0,0.014181733925165587
59900.0,8250,3,1,one,yes,no,yes,no,no,3,no,13844.537980255249,7,1,0.23112751219123956,57648.81804395423,-2251.1819560457734,4,1,-0.03758233649492109
35000.0,3500,2,1,one,yes,yes,no,no,no,0,no,11333.777593550905,7,1,0.3238222169585973,35199.54380724639,199.5438072463876,4,0,0.005701251635611074
43000.0,2835,2,1,one,yes,no,no,no,no,0,no,-3681.9522638229537,6,0,-0.08562679683309195,42605.049197036205,-394.95080296379456,4,0,-0.00918490239450685
57000.0,4500,3,2,two,no,no,yes,no,yes,0,no,18928.450682875613,8,2,0.3320780821557125,57978.332610557976,978.3326105579763,4,0,0.017163730009789057
79000.0,3300,3,3,two,yes,no,yes,no,no,0,no,1070.8773773457797,6,0,0.013555409839819996,74242.51024185367,-4757.48975814633,3,2,-0.060221389343624435
125000.0,4320,3,1,two,yes,no,yes,yes,no,2,no,-48779.071898935275,2,6,-0.3902325751914822,122948.6127501998,-2051.387249800202,4,0,-0.016411097998401614
132000.0,3500,4,2,two,yes,no,no,yes,no,2,no,-46152.89839459161,2,5,-0.34964316965599707,132532.09225578659,532.0922557865852,4,0,0.00403100193777716
58000.0,4992,3,2,two,yes,no,no,no,no,2,no,16191.09287183886,8,2,0.27915677365239416,58517.092006699284,517.092006699284,4,0,0.008915379425849723
43000.0,4600,2,1,one,yes,no,no,no,no,0,no,2481.5448706809984,6,0,0.05771034582979066,43555.98872846123,555.9887284612269,4,0,0.012929970429330856
48000.0,3720,2,1,one,no,no,no,no,yes,0,no,526.7145032535045,6,0,0.010973218817781344,48246.49036199864,246.4903619986435,4,0,0.005135215874971739
58500.0,3680,3,2,two,yes,no,no,no,no,0,no,4594.11766875731,7,0,0.07853192596166342,58825.1776790761,325.1776790760996,4,0,0.005558592804719651
73000.0,3000,3,2,two,yes,yes,yes,no,no,0,no,-3734.3311742292717,6,0,-0.051155221564784546,71234.18106268218,-1765.8189373178175,4,0,-0.02418930051120298
63500.0,3750,2,1,one,yes,yes,yes,no,no,0,no,-12440.555254382467,5,1,-0.19591425597452705,62033.45623740091,-1466.543762599089,4,0,-0.02309517736376518
43000.0,5076,3,1,one,no,no,no,no,no,0,no,-999.1428177619964,6,0,-0.023235879482837125,46403.29578136314,3403.2957813631365,5,1,0.07914641352007294
46500.0,4500,2,1,one,no,no,no,no,no,0,no,-8401.79716207199,6,1,-0.18068380993703206,49467.33329178772,2967.3332917877196,5,1,0.06381361917823053
92000.0,5000,3,1,two,yes,no,no,no,yes,0,no,-25595.125665656713,4,3,-0.2782078876701817,89558.23171306467,-2441.7682869353303,4,1,-0.026540959640601415
75000.0,4260,4,1,two,yes,no,yes,no,yes,0,no,-5435.380097117566,6,0,-0.07247173462823421,73583.63946399055,-1416.3605360094516,4,0,-0.01888480714679269
75000.0,6540,4,2,two,no,no,no,no,yes,0,no,6090.839624999877,7,0,0.08121119499999836,78658.0980965445,3658.098096544505,5,1,0.04877464128726007
85000.0,3700,4,1,two,yes,yes,no,no,yes,0,no,-16550.082097839448,5,2,-0.19470684820987585,78267.71763646559,-6732.28236353441,3,3,-0.07920332192393424
93000.0,3760,3,1,two,yes,no,no,yes,no,2,no,-22587.279624200906,4,2,-0.24287397445377318,93060.49132933059,60.49132933058718,4,0,6.504444014041632E-4
94500.0,4000,3,2,two,yes,no,yes,no,yes,1,no,-10025.75503746912,5,1,-0.10609264589914413,92570.791190691,-1929.2088093089988,4,0,-0.02041490803501586
106500.0,4300,3,2,two,yes,no,yes,no,no,1,no,-34130.45855807047,3,4,-0.320473789277657,110447.66125627334,3947.6612562733353,5,1,0.03706724184294211
116000.0,6840,5,1,two,yes,yes,yes,no,yes,1,no,-27583.42696648999,4,3,-0.23778816350422405,115872.59826457505,-127.40173542495177,4,0,-0.0010982908226288945
61500.0,4400,2,1,one,yes,no,no,no,no,1,no,-13459.176336353514,5,1,-0.21884839571306527,61108.08226439144,-391.91773560855654,4,0,-0.006372646107456204
80000.0,10500,4,2,two,yes,no,no,no,no,1,no,12058.926463111246,7,1,0.15073658078889057,82023.04520778338,2023.045207783376,5,0,0.0252880650972922
37000.0,4400,2,1,one,yes,no,no,no,no,0,no,7783.131597649386,7,1,0.21035490804457802,37260.36519696697,260.3651969669736,4,0,0.007036897215323611
59500.0,4840,3,1,two,yes,no,no,no,no,1,no,-3548.4876482336695,6,0,-0.059638447869473435,58048.18341510267,-1451.8165848973294,4,0,-0.02440027873777024
70000.0,4120,2,1,one,yes,no,yes,no,no,1,no,-19084.30435782064,5,2,-0.2726329193974377,65740.05664651481,-4259.943353485185,3,1,-0.06085633362121693
95000.0,4260,4,2,two,yes,no,no,yes,no,0,no,-13014.312089065701,5,1,-0.13699275883227055,92706.18684854454,-2293.813151455455,4,1,-0.02414540159426795
117000.0,5960,3,3,two,yes,yes,yes,no,no,1,no,-19689.028300792954,5,2,-0.16828229316917054,117582.73594109809,582.7359410980862,4,0,0.004980649069214412
122500.0,8800,3,2,two,yes,no,no,no,yes,2,no,-21858.79497949053,4,2,-0.1784391426897186,129325.80903540294,6825.809035402941,6,3,0.05572089008492197
123500.0,4560,3,2,two,yes,yes,yes,no,yes,1,no,-32376.69214843685,3,4,-0.26215945059463036,124586.41689969745,1086.4168996974477,4,0,0.008796897973258685
127000.0,4600,3,2,two,yes,yes,no,no,yes,2,no,-36331.96798861056,3,4,-0.28607848809929576,127555.05637398038,555.0563739803765,4,0,0.004370522629766744
35000.0,4840,2,1,two,yes,no,no,no,no,0,no,15802.59616779026,8,2,0.4515027476511503,35835.09616664539,835.0961666453877,4,0,0.023859890475582506
44500.0,3850,3,1,two,yes,no,no,no,no,0,no,4736.674584262764,7,0,0.10644212548905088,45307.69365758377,807.6936575837681,4,0,0.01815041927154535
49900.0,4900,3,1,two,no,no,no,no,no,0,no,-4030.791128558478,6,0,-0.0807773773258212,50410.67235188277,510.6723518827712,4,0,0.010233914867390203
50500.0,3850,3,1,one,yes,no,no,no,no,2,no,769.1033467856323,6,0,0.015229769243279848,49943.45719287967,-556.5428071203278,4,0,-0.011020649645947084
65000.0,3760,3,1,one,yes,no,no,no,no,2,no,-14045.182626078597,5,1,-0.2160797327089015,62334.0792716724,-2665.9207283275973,4,1,-0.041014165051193804
90000.0,6000,4,2,four,yes,no,no,no,no,1,no,1972.0594057970593,6,0,0.02191177117552288,89152.90777425555,-847.0922257444472,4,0,-0.009412135841604968
46000.0,4370,3,1,two,yes,no,no,no,no,0,no,5052.549094144946,7,0,0.1098380237857597,48435.49994492242,2435.4999449224197,5,1,0.05294565097657434
35000.0,7700,2,1,one,yes,no,no,no,no,0,no,21306.950602670935,8,2,0.6087700172191696,41908.34900151478,6908.349001514784,6,3,0.19738140004327953
26500.0,2990,2,1,one,no,no,no,no,no,1,no,9582.874692536454,7,1,0.3616179129259039,28750.76926926181,2250.769269261811,5,1,0.08493468940610609
43000.0,3750,3,1,two,yes,no,no,no,no,0,no,5887.467947746962,7,0,0.13691785924992933,44528.90099086107,1528.9009908610678,5,0,0.03555583699676902
56000.0,3000,3,1,two,yes,no,no,no,no,0,no,-9731.581826121575,5,1,-0.17377824689502813,57086.16414959687,1086.1641495968724,4,0,0.019395788385658436
40000.0,2650,3,1,two,yes,no,yes,no,no,1,no,12156.53757284733,7,1,0.30391343932118325,39978.39039662356,-21.609603376440646,4,0,-5.402400844110161E-4
51000.0,4500,4,2,two,yes,no,yes,no,no,2,no,27216.870898937195,9,3,0.5336641352732784,51457.49065120662,457.4906512066227,4,0,0.008970404925620054
51000.0,4500,2,1,one,no,no,no,no,no,0,no,-12901.79716207199,5,1,-0.25297641494258805,54231.98478666408,3231.9847866640775,5,1,0.06337225071890348
57250.0,4500,3,1,two,no,no,yes,no,yes,0,no,4227.356316304205,7,0,0.07384028500094682,58703.086071216145,1453.0860712161448,5,0,0.0253814160911117
44000.0,4500,2,1,two,yes,no,no,yes,no,1,no,23847.93330203998,8,3,0.5419984841372723,43631.09239968619,-368.9076003138107,4,0,-0.008384263643495697
61000.0,2175,3,1,two,no,yes,yes,no,yes,0,no,-2948.1922581444815,6,0,-0.04833102062531937,61263.351820041134,263.3518200411345,4,0,0.004317242951494008
62000.0,4500,3,2,three,yes,no,no,yes,no,1,no,28130.320073127034,9,3,0.4537148398891457,61072.087926788445,-927.9120732115553,4,0,-0.014966323761476698
80000.0,4800,5,2,three,no,no,yes,yes,no,0,no,8521.211317175213,7,1,0.10651514146469017,72569.62244912364,-7430.377550876365,2,3,-0.09287971938595456
50000.0,4600,4,1,two,yes,no,no,no,no,0,no,3746.948476110265,7,0,0.0749389695222053,50612.835239740096,612.8352397400959,4,0,0.012256704794801917
59900.0,3450,3,1,two,yes,no,no,no,no,1,no,-8802.459895803353,5,1,-0.14695258590656682,60597.30764604053,697.3076460405282,4,0,0.011641196094165746
35500.0,3000,3,1,two,no,no,no,no,no,0,no,3734.282777641245,7,0,0.10519106415890832,38628.585846324044,3128.585846324044,5,1,0.08812917876969137
37000.0,3600,2,2,two,yes,no,yes,no,no,1,no,31033.870868339916,9,3,0.8387532667118897,38521.88598671951,1521.8859867195133,5,0,0.04113205369512198
42000.0,3600,3,1,two,no,no,no,no,no,1,no,2587.2146627331676,6,0,0.06160034911269447,41317.49531799581,-682.5046820041898,4,0,-0.016250111476290234
48000.0,3750,3,1,one,yes,no,no,no,no,0,no,-3595.4874217243705,6,0,-0.07490598795259105,47301.13609432661,-698.8639056733882,4,0,-0.014559664701528922
60000.0,2610,4,3,two,no,no,no,no,no,0,no,8665.789746351395,7,1,0.14442982910585658,57145.49001354197,-2854.5099864580334,3,1,-0.04757516644096722
60000.0,2953,3,1,two,yes,no,yes,no,yes,0,no,3109.2650456418924,7,0,0.051821084094031536,57570.01253458106,-2429.9874654189407,4,1,-0.04049979109031568
60000.0,2747,4,2,two,no,no,no,no,no,0,no,-5306.891528193359,6,0,-0.08844819213655598,61756.41093949544,1756.410939495443,5,0,0.029273515658257383
62000.0,1905,5,1,two,no,no,yes,no,no,0,no,-18954.43109547175,5,2,-0.305716630572125,60615.529215316325,-1384.4707846836754,4,0,-0.022330173946510896
63000.0,3968,3,1,two,no,no,no,no,no,0,no,-20385.396980885773,4,2,-0.32357772985532973,68299.97811822724,5299.978118227242,5,2,0.0841266367972578
63900.0,3162,3,1,two,yes,no,no,no,yes,1,no,-655.8515788200966,6,0,-0.010263717978405269,63651.34204167606,-248.6579583239436,4,0,-0.0038913608501399623
130000.0,6000,4,1,two,yes,no,yes,no,no,2,no,-60996.12391989716,1,7,-0.4692009532299782,127924.15563735702,-2075.84436264298,4,0,-0.01596803355879215
25000.0,2910,3,1,one,no,no,no,no,no,0,no,9437.041435305684,7,1,0.37748165741222733,27188.27117114147,2188.2711711414704,5,0,0.08753084684565882
50000.0,2135,3,2,two,no,no,no,no,no,0,no,664.7397383509524,6,0,0.013294794767019048,58302.38907650984,8302.38907650984,6,3,0.1660477815301968
52900.0,3120,3,1,two,no,no,yes,yes,no,0,no,5580.928934643685,7,0,0.10549960178910558,52641.67084085346,-258.3291591465386,4,0,-0.004883348944168971
62000.0,4075,3,1,one,yes,yes,yes,no,no,2,no,-1399.0254357329322,6,0,-0.02256492638278923,59947.27941003197,-2052.7205899680266,4,0,-0.03310839661238753
73500.0,3410,3,1,two,no,no,no,no,yes,0,no,-19681.64658249519,5,2,-0.26777750452374405,69796.12815867572,-3703.871841324275,3,1,-0.05039281416767721
38000.0,2800,3,1,one,yes,no,no,no,no,0,no,3087.0495313754946,7,0,0.08123814556251302,39108.00837065106,1108.0083706510632,4,0,0.02915811501713324
