price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea,prediction,error,error_decile,abs_error_decile,relative_error
45000.0,3986,2,2,one,no,yes,yes,no,no,1,no,62558.22344412617,17558.223444126168,8,2,0.3901827432028037
48500.0,4785,3,1,two,yes,yes,yes,no,yes,1,no,77457.92841715229,28957.92841715229,9,3,0.5970706890134493
65900.0,4510,4,2,two,yes,no,yes,no,no,0,no,71736.40743059458,5836.407430594583,7,0,0.08856460440962949
37900.0,4000,3,1,two,yes,no,no,no,yes,0,no,62912.80796918525,25012.807969185247,8,3,0.6599685479996108
38000.0,3934,2,1,one,yes,no,no,no,no,0,no,43155.82867148574,5155.828671485739,7,0,0.13567970188120365
42000.0,4960,2,1,one,yes,no,no,no,no,0,no,46738.68876213789,4738.688762137892,7,0,0.11282592290804505
42300.0,3000,2,1,two,yes,no,no,no,no,0,no,44377.194055899454,2077.194055899454,6,0,0.049106242456251864
43500.0,3800,2,1,one,yes,no,no,no,no,0,no,42687.891778554564,-812.1082214454364,6,0,-0.01866915451598704
44000.0,4960,2,1,one,yes,no,yes,no,yes,0,no,63743.662753063785,19743.662753063785,8,2,0.44871960802417693
44500.0,3000,3,1,one,no,no,no,no,yes,0,no,47903.65083831869,3403.6508383186883,7,0,0.0764865356925548
44900.0,4500,3,1,two,yes,no,no,no,yes,0,no,64658.84115176427,19758.841151764267,8,2,0.440063277322144
45000.0,3500,2,1,one,no,no,yes,no,no,0,no,38458.78703354708,-6541.21296645292,6,0,-0.14536028814339821
48000.0,3500,4,1,two,yes,no,no,no,yes,2,no,69573.38303657938,21573.383036579384,8,2,0.4494454799287372
49000.0,4000,2,1,one,yes,no,no,no,no,0,no,43386.30505158617,-5613.694948413831,6,0,-0.1145652030288537
51500.0,4500,2,1,one,yes,no,no,no,no,0,no,45132.33823416519,-6367.661765834811,6,0,-0.12364391778320022
61000.0,6360,2,1,two,yes,no,no,no,no,0,no,56110.53704283048,-4889.462957169519,6,0,-0.08015513044540194
61000.0,4500,2,1,one,yes,no,no,no,yes,2,no,64800.04579630816,3800.045796308157,7,0,0.06229583272636323
61700.0,4032,2,1,one,yes,no,yes,no,no,0,no,47350.701736048344,-14349.298263951656,5,1,-0.2325656120575633
67000.0,5170,3,1,four,yes,no,no,no,yes,0,no,82625.95720231716,15625.957202317164,8,2,0.2332232418256293
82000.0,5400,4,2,two,yes,no,no,no,yes,2,no,90659.4034969511,8659.403496951098,7,1,0.10560248167013533
54500.0,3150,2,2,one,no,no,yes,no,no,0,no,51687.65817231318,-2812.341827686818,6,0,-0.05160260234287739
66500.0,3745,3,1,two,yes,no,yes,no,no,0,no,52722.658176698285,-13777.341823301715,5,1,-0.20717807253085285
70000.0,4520,3,1,two,yes,no,yes,no,yes,0,no,68581.33303984455,-1418.6669601554458,6,0,-0.02026667085936351
82000.0,4640,4,1,two,yes,no,no,no,no,1,no,57144.32319671369,-24855.67680328631,4,3,-0.30311800979617454
92000.0,8580,5,3,two,yes,no,no,no,no,2,no,104954.16959255528,12954.169592555278,7,1,0.14080619122342694
38000.0,2000,2,1,two,yes,no,no,no,no,0,no,40885.127690741414,2885.127690741414,6,0,0.07592441291424773
44000.0,2160,3,1,two,no,no,yes,no,no,0,no,40153.59759168561,-3846.4024083143886,6,0,-0.08741823655259974
41000.0,3040,2,1,one,no,no,no,no,no,0,no,32999.78594479726,-8000.214055202741,6,1,-0.19512717207811564
43000.0,3090,3,1,two,no,no,no,no,no,0,no,39548.56875050547,-3451.4312494945334,6,0,-0.08026584301150078
48000.0,4960,4,1,three,no,no,no,no,no,0,no,53910.02525786665,5910.025257866648,7,0,0.12312552620555516
54800.0,3350,3,1,two,yes,no,no,no,no,0,no,47490.641401683744,-7309.358598316256,6,0,-0.1333824561736543
55000.0,5300,5,2,two,yes,no,no,no,no,0,no,72533.71341627129,17533.71341627129,8,2,0.3187947893867507
57000.0,4100,4,1,one,no,no,yes,no,no,0,no,44336.47508859985,-12663.524911400149,5,1,-0.22216710370877454
68000.0,9166,2,1,one,yes,no,yes,no,yes,2,no,84946.67801691272,16946.678016912716,8,2,0.2492158531898929
95000.0,4040,3,1,two,yes,no,yes,yes,no,1,no,71985.45745282338,-23014.54254717662,4,2,-0.24225834260185916
38000.0,3630,3,3,two,no,yes,no,no,no,0,no,75029.9790453774,37029.979045377404,9,4,0.9744731327730896
25000.0,3620,2,1,one,yes,no,no,no,no,0,no,42059.31983282611,17059.319832826113,8,2,0.6823727933130446
25245.0,2400,3,1,one,no,no,no,no,no,0,no,32656.08758907509,7411.08758907509,7,0,0.29356655135967874
56000.0,7260,3,2,one,yes,yes,yes,no,no,3,no,89431.99236986396,33431.99236986396,9,4,0.5969998637475707
35500.0,4400,3,1,two,yes,no,no,no,no,0,no,51157.31108509969,15657.311085099689,8,2,0.4410510164816814
30000.0,2400,3,1,two,yes,no,no,no,no,0,no,44173.1783547836,14173.178354783602,7,1,0.4724392784927867
48000.0,4120,2,1,two,yes,no,no,no,no,0,no,48288.308384876465,288.3083848764654,6,0,0.006006424684926363
48000.0,4750,2,1,one,yes,no,no,no,no,0,no,46005.354825454706,-1994.6451745452941,6,0,-0.04155510780302696
52000.0,4280,2,1,one,yes,no,no,no,yes,2,no,64031.79119597339,12031.79119597339,7,1,0.23138059992256518
54000.0,4820,3,1,two,yes,no,no,no,no,0,no,52623.97895846607,-1376.0210415339316,6,0,-0.02548187113951725
56000.0,5500,4,1,two,yes,yes,yes,no,no,0,no,65435.96449007339,9435.964490073391,7,1,0.1684993658941677
60000.0,5500,3,1,two,yes,no,no,no,yes,0,no,68150.9075169223,8150.907516922307,7,1,0.1358484586153718
60000.0,5040,3,1,two,yes,no,yes,no,yes,0,no,70397.20754972674,10397.207549726736,7,1,0.1732867924954456
67000.0,6000,2,1,one,yes,no,yes,no,yes,1,no,70633.10383882525,3633.103838825249,7,0,0.0542254304302276
47000.0,2500,2,1,one,no,no,no,no,yes,0,no,44266.3935377607,-2733.6064622393023,6,0,-0.05816183962211281
70000.0,4095,3,1,two,no,yes,yes,no,yes,0,no,64756.57516295896,-5243.424837041042,6,0,-0.07490606910058632
45000.0,4095,2,1,one,yes,no,no,no,no,2,no,50233.43548827038,5233.435488270377,7,0,0.11629856640600839
51000.0,3150,3,1,two,yes,no,yes,no,no,0,no,50644.87868942925,-355.1213105707502,6,0,-0.006963162952367651
32500.0,1836,2,1,one,no,no,yes,no,no,0,no,32647.98860192411,147.9886019241094,6,0,0.00455349544381875
34000.0,2475,3,1,two,yes,no,no,no,no,0,no,44435.083332170456,10435.083332170456,7,1,0.3069142156520722
35000.0,3210,3,1,two,yes,no,yes,no,no,0,no,50854.402671338736,15854.402671338736,8,2,0.452982933466821
36000.0,3180,3,1,one,no,no,no,no,no,0,no,35379.89935389836,-620.1006461016368,6,0,-0.01722501794726769
45000.0,1650,3,1,two,no,no,yes,no,no,0,no,38372.643745455,-6627.356254544997,6,0,-0.14727458343433325
47000.0,3180,4,1,two,yes,no,yes,no,yes,0,no,65793.18822851175,18793.188228511746,8,2,0.39985506869173926
55000.0,3180,2,2,one,yes,no,yes,no,no,2,no,65341.93969149931,10341.939691499312,7,1,0.1880352671181693
63900.0,6360,2,1,one,yes,no,yes,no,yes,1,no,71890.24773028215,7990.24773028215,7,1,0.12504300047389905
50000.0,4240,3,1,two,yes,no,no,no,yes,0,no,63750.903896823176,13750.903896823176,7,1,0.27501807793646355
35000.0,3240,2,1,one,no,yes,no,no,no,1,no,41649.39700836973,6649.397008369728,7,0,0.1899827716677065
50000.0,3650,3,1,two,yes,no,no,no,no,0,no,48538.26131123115,-1461.738688768848,6,0,-0.029234773775376963
43000.0,3240,3,1,two,yes,no,no,no,no,2,no,53621.898233510554,10621.898233510554,7,1,0.24702088915140824
55500.0,3780,2,1,two,yes,yes,yes,no,no,0,no,55647.162106043615,147.1621060436155,6,0,0.0026515694782633424
57000.0,6480,3,1,two,no,no,no,no,yes,1,no,67796.68922453711,10796.689224537113,7,1,0.18941560043047567
60000.0,5850,2,1,one,yes,yes,yes,no,no,2,no,64908.16824444363,4908.16824444363,7,0,0.0818028040740605
78000.0,3150,3,2,one,yes,yes,yes,no,yes,0,no,78458.84684122188,458.846841221879,6,0,0.00588265181053691
35000.0,3000,2,1,one,yes,no,no,no,no,1,no,43151.93075242523,8151.930752425229,7,1,0.2329123072121494
44000.0,3090,2,1,one,yes,yes,yes,no,no,0,no,48754.680944613225,4754.680944613225,7,0,0.10806093055939148
47000.0,6060,3,1,one,yes,yes,yes,no,no,0,no,61017.34216711159,14017.342167111587,7,1,0.2982413227045018
58000.0,5900,4,2,two,no,no,yes,no,no,1,no,72813.93634792417,14813.936347924173,8,1,0.25541269565386504
163000.0,7420,4,1,two,yes,yes,yes,no,yes,2,no,91808.43947331981,-71191.56052668019,0,9,-0.43675804004098273
128000.0,8500,3,2,four,yes,no,no,no,yes,2,no,115221.01669685908,-12778.983303140922,5,1,-0.09983580705578846
123500.0,8050,3,1,one,yes,yes,yes,no,yes,1,no,84376.56972992198,-39123.430270078024,3,5,-0.31678890906945767
39000.0,6800,2,1,one,yes,no,no,no,no,0,no,53164.09087402869,14164.09087402869,7,1,0.3631818172827869
53900.0,8250,3,1,one,yes,no,no,no,no,2,no,66634.19535348102,12734.195353481016,7,1,0.236255943478312
59900.0,8250,3,1,one,yes,no,yes,no,no,3,no,73744.53798025525,13844.537980255249,7,1,0.23112751219123956
35000.0,3500,2,1,one,yes,yes,no,no,no,0,no,46333.777593550905,11333.777593550905,7,1,0.3238222169585973
43000.0,2835,2,1,one,yes,no,no,no,no,0,no,39318.047736177046,-3681.9522638229537,6,0,-0.08562679683309195
57000.0,4500,3,2,two,no,no,yes,no,yes,0,no,75928.45068287561,18928.450682875613,8,2,0.3320780821557125
79000.0,3300,3,3,two,yes,no,yes,no,no,0,no,80070.87737734578,1070.8773773457797,6,0,0.013555409839819996
125000.0,4320,3,1,two,yes,no,yes,yes,no,2,no,76220.92810106472,-48779.071898935275,2,6,-0.3902325751914822
132000.0,3500,4,2,two,yes,no,no,yes,no,2,no,85847.10160540839,-46152.89839459161,2,5,-0.34964316965599707
58000.0,4992,3,2,two,yes,no,no,no,no,2,no,74191.09287183886,16191.09287183886,8,2,0.27915677365239416
43000.0,4600,2,1,one,yes,no,no,no,no,0,no,45481.544870681,2481.5448706809984,6,0,0.05771034582979066
48000.0,3720,2,1,one,no,no,no,no,yes,0,no,48526.714503253505,526.7145032535045,6,0,0.010973218817781344
58500.0,3680,3,2,two,yes,no,no,no,no,0,no,63094.11766875731,4594.11766875731,7,0,0.07853192596166342
73000.0,3000,3,2,two,yes,yes,yes,no,no,0,no,69265.66882577073,-3734.3311742292717,6,0,-0.051155221564784546
63500.0,3750,2,1,one,yes,yes,yes,no,no,0,no,51059.44474561753,-12440.555254382467,5,1,-0.19591425597452705
43000.0,5076,3,1,one,no,no,no,no,no,0,no,42000.857182238,-999.1428177619964,6,0,-0.023235879482837125
46500.0,4500,2,1,one,no,no,no,no,no,0,no,38098.20283792801,-8401.79716207199,6,1,-0.18068380993703206
92000.0,5000,3,1,two,yes,no,no,no,yes,0,no,66404.87433434329,-25595.125665656713,4,3,-0.2782078876701817
75000.0,4260,4,1,two,yes,no,yes,no,yes,0,no,69564.61990288243,-5435.380097117566,6,0,-0.07247173462823421
75000.0,6540,4,2,two,no,no,no,no,yes,0,no,81090.83962499988,6090.839624999877,7,0,0.08121119499999836
85000.0,3700,4,1,two,yes,yes,no,no,yes,0,no,68449.91790216055,-16550.082097839448,5,2,-0.19470684820987585
93000.0,3760,3,1,two,yes,no,no,yes,no,2,no,70412.7203757991,-22587.279624200906,4,2,-0.24287397445377318
94500.0,4000,3,2,two,yes,no,yes,no,yes,1,no,84474.24496253088,-10025.75503746912,5,1,-0.10609264589914413
106500.0,4300,3,2,two,yes,no,yes,no,no,1,no,72369.54144192953,-34130.45855807047,3,4,-0.320473789277657
116000.0,6840,5,1,two,yes,yes,yes,no,yes,1,no,88416.57303351001,-27583.42696648999,4,3,-0.23778816350422405
61500.0,4400,2,1,one,yes,no,no,no,no,1,no,48040.823663646486,-13459.176336353514,5,1,-0.21884839571306527
80000.0,10500,4,2,two,yes,no,no,no,no,1,no,92058.92646311125,12058.926463111246,7,1,0.15073658078889057
37000.0,4400,2,1,one,yes,no,no,no,no,0,no,44783.131597649386,7783.131597649386,7,1,0.21035490804457802
59500.0,4840,3,1,two,yes,no,no,no,no,1,no,55951.51235176633,-3548.4876482336695,6,0,-0.059638447869473435
70000.0,4120,2,1,one,yes,no,yes,no,no,1,no,50915.69564217936,-19084.30435782064,5,2,-0.2726329193974377
95000.0,4260,4,2,two,yes,no,no,yes,no,0,no,81985.6879109343,-13014.312089065701,5,1,-0.13699275883227055
117000.0,5960,3,3,two,yes,yes,yes,no,no,1,no,97310.97169920705,-19689.028300792954,5,2,-0.16828229316917054
122500.0,8800,3,2,two,yes,no,no,no,yes,2,no,100641.20502050947,-21858.79497949053,4,2,-0.1784391426897186
123500.0,4560,3,2,two,yes,yes,yes,no,yes,1,no,91123.30785156315,-32376.69214843685,3,4,-0.26215945059463036
127000.0,4600,3,2,two,yes,yes,no,no,yes,2,no,90668.03201138944,-36331.96798861056,3,4,-0.28607848809929576
35000.0,4840,2,1,two,yes,no,no,no,no,0,no,50802.59616779026,15802.59616779026,8,2,0.4515027476511503
44500.0,3850,3,1,two,yes,no,no,no,no,0,no,49236.674584262764,4736.674584262764,7,0,0.10644212548905088
49900.0,4900,3,1,two,no,no,no,no,no,0,no,45869.20887144152,-4030.791128558478,6,0,-0.0807773773258212
50500.0,3850,3,1,one,yes,no,no,no,no,2,no,51269.10334678563,769.1033467856323,6,0,0.015229769243279848
65000.0,3760,3,1,one,yes,no,no,no,no,2,no,50954.8173739214,-14045.182626078597,5,1,-0.2160797327089015
90000.0,6000,4,2,four,yes,no,no,no,no,1,no,91972.05940579706,1972.0594057970593,6,0,0.02191177117552288
46000.0,4370,3,1,two,yes,no,no,no,no,0,no,51052.549094144946,5052.549094144946,7,0,0.1098380237857597
35000.0,7700,2,1,one,yes,no,no,no,no,0,no,56306.950602670935,21306.950602670935,8,2,0.6087700172191696
26500.0,2990,2,1,one,no,no,no,no,no,1,no,36082.874692536454,9582.874692536454,7,1,0.3616179129259039
43000.0,3750,3,1,two,yes,no,no,no,no,0,no,48887.46794774696,5887.467947746962,7,0,0.13691785924992933
56000.0,3000,3,1,two,yes,no,no,no,no,0,no,46268.418173878425,-9731.581826121575,5,1,-0.17377824689502813
40000.0,2650,3,1,two,yes,no,yes,no,no,1,no,52156.53757284733,12156.53757284733,7,1,0.30391343932118325
51000.0,4500,4,2,two,yes,no,yes,no,no,2,no,78216.8708989372,27216.870898937195,9,3,0.5336641352732784
51000.0,4500,2,1,one,no,no,no,no,no,0,no,38098.20283792801,-12901.79716207199,5,1,-0.25297641494258805
57250.0,4500,3,1,two,no,no,yes,no,yes,0,no,61477.356316304205,4227.356316304205,7,0,0.07384028500094682
44000.0,4500,2,1,two,yes,no,no,yes,no,1,no,67847.93330203998,23847.93330203998,8,3,0.5419984841372723
61000.0,2175,3,1,two,no,yes,yes,no,yes,0,no,58051.80774185552,-2948.1922581444815,6,0,-0.04833102062531937
62000.0,4500,3,2,three,yes,no,no,yes,no,1,no,90130.32007312703,28130.320073127034,9,3,0.4537148398891457
80000.0,4800,5,2,three,no,no,yes,yes,no,0,no,88521.21131717521,8521.211317175213,7,1,0.10651514146469017
50000.0,4600,4,1,two,yes,no,no,no,no,0,no,53746.948476110265,3746.948476110265,7,0,0.0749389695222053
59900.0,3450,3,1,two,yes,no,no,no,no,1,no,51097.54010419665,-8802.459895803353,5,1,-0.14695258590656682
35500.0,3000,3,1,two,no,no,no,no,no,0,no,39234.282777641245,3734.282777641245,7,0,0.10519106415890832
37000.0,3600,2,2,two,yes,no,yes,no,no,1,no,68033.87086833992,31033.870868339916,9,3,0.8387532667118897
42000.0,3600,3,1,two,no,no,no,no,no,1,no,44587.21466273317,2587.2146627331676,6,0,0.06160034911269447
48000.0,3750,3,1,one,yes,no,no,no,no,0,no,44404.51257827563,-3595.4874217243705,6,0,-0.07490598795259105
60000.0,2610,4,3,two,no,no,no,no,no,0,no,68665.7897463514,8665.789746351395,7,1,0.14442982910585658
60000.0,2953,3,1,two,yes,no,yes,no,yes,0,no,63109.26504564189,3109.2650456418924,7,0,0.051821084094031536
60000.0,2747,4,2,two,no,no,no,no,no,0,no,54693.10847180664,-5306.891528193359,6,0,-0.08844819213655598
62000.0,1905,5,1,two,no,no,yes,no,no,0,no,43045.56890452825,-18954.43109547175,5,2,-0.305716630572125
63000.0,3968,3,1,two,no,no,no,no,no,0,no,42614.60301911423,-20385.396980885773,4,2,-0.32357772985532973
63900.0,3162,3,1,two,yes,no,no,no,yes,1,no,63244.1484211799,-655.8515788200966,6,0,-0.010263717978405269
130000.0,6000,4,1,two,yes,no,yes,no,no,2,no,69003.87608010284,-60996.12391989716,1,7,-0.4692009532299782
25000.0,2910,3,1,one,no,no,no,no,no,0,no,34437.041435305684,9437.041435305684,7,1,0.37748165741222733
50000.0,2135,3,2,two,no,no,no,no,no,0,no,50664.73973835095,664.7397383509524,6,0,0.013294794767019048
52900.0,3120,3,1,two,no,no,yes,yes,no,0,no,58480.928934643685,5580.928934643685,7,0,0.10549960178910558
62000.0,4075,3,1,one,yes,yes,yes,no,no,2,no,60600.97456426707,-1399.0254357329322,6,0,-0.02256492638278923
73500.0,3410,3,1,two,no,no,no,no,yes,0,no,53818.35341750481,-19681.64658249519,5,2,-0.26777750452374405
38000.0,2800,3,1,one,yes,no,no,no,no,0,no,41087.049531375495,3087.0495313754946,7,0,0.08123814556251302
46000.0,2684,2,1,one,yes,no,no,no,yes,1,no,55200.76121118406,9200.761211184057,7,1,0.20001654806921865
48000.0,3100,3,1,two,no,no,yes,no,no,0,no,43436.139974934165,-4563.860025065835,6,0,-0.09508041718887156
52500.0,3630,2,1,one,yes,no,yes,no,no,0,no,45946.89105725481,-6553.108942745188,6,0,-0.12482112271895596
32000.0,1950,3,1,one,no,no,no,yes,no,0,no,46059.605357160326,14059.605357160326,7,1,0.4393626674112602
38000.0,2430,3,1,one,no,no,no,no,no,0,no,32760.849580029826,-5239.150419970174,6,0,-0.13787237947289932
46000.0,4320,3,1,one,no,no,no,no,no,1,no,42618.54707617563,-3381.4529238243704,6,0,-0.07350984617009501
50000.0,3036,3,1,two,yes,no,yes,no,no,0,no,50246.78312380123,246.78312380122952,6,0,0.004935662476024591
57500.0,3630,3,2,two,yes,no,no,yes,no,2,no,84409.84611489996,26909.846114899963,9,3,0.46799732373739067
70000.0,5400,4,1,two,yes,no,no,no,no,0,no,56540.6015682367,-13459.3984317633,5,1,-0.19227712045376144
69900.0,3420,4,2,two,yes,no,yes,no,yes,2,no,87597.76265471529,17697.76265471529,8,2,0.2531868763192459
74500.0,3180,3,2,two,yes,no,no,no,no,2,no,67863.46861817248,-6636.531381827517,6,0,-0.0890809581453358
42000.0,3660,4,1,two,no,no,no,no,no,0,no,43430.27069662452,1430.2706966245169,6,0,0.03405406420534564
60000.0,4410,2,1,one,no,no,no,no,no,1,no,41041.60893106088,-18958.39106893912,5,2,-0.31597318448231865
50000.0,3990,3,1,two,yes,no,no,no,no,0,no,49725.56387538489,-274.4361246151093,6,0,-0.005488722492302186
58000.0,4340,3,1,one,yes,no,no,no,no,0,no,46464.83173371888,-11535.168266281122,5,1,-0.19888221148760554
63900.0,3510,3,1,two,yes,no,no,no,no,0,no,48049.37202010903,-15850.627979890967,5,2,-0.24805364600768337
28000.0,3420,5,1,two,no,no,no,no,no,0,no,44483.39888696556,16483.39888696556,8,2,0.588692817391627
54000.0,3420,2,1,two,yes,no,no,yes,no,1,no,64076.50162766929,10076.501627669291,7,1,0.18660188199387576
44700.0,5495,3,1,one,yes,no,yes,no,no,0,no,54350.81894625354,9650.818946253537,7,1,0.2159019898490724
47000.0,3480,4,1,two,no,no,no,no,no,1,no,46059.390816893174,-940.6091831068261,6,0,-0.020012961342698428
50000.0,7424,3,1,one,no,no,no,no,no,0,no,50200.229007629096,200.22900762909558,6,0,0.004004580152581911
57250.0,3460,4,1,two,yes,no,no,no,yes,0,no,62918.316249978874,5668.316249978874,7,0,0.0990098908293253
67000.0,3630,3,1,two,yes,no,no,no,no,2,no,54983.80411592219,-12016.19588407781,5,1,-0.17934620722504194
52500.0,3630,2,1,one,yes,no,no,no,yes,0,no,55246.56392662646,2746.5639266264625,6,0,0.05231550336431357
42000.0,3480,3,1,two,no,no,no,no,no,1,no,44168.1666989142,2168.166698914203,6,0,0.05162301664081436
57500.0,3460,3,2,one,yes,no,yes,no,yes,1,no,78105.57375587421,20605.57375587421,8,2,0.3583578044499863
33000.0,3180,2,1,one,yes,no,no,no,no,0,no,40522.81063215657,7522.810632156572,7,0,0.22796395855019916
34400.0,3635,2,1,one,no,no,no,no,no,0,no,35077.5654320663,677.5654320663016,6,0,0.019696669536811092
40000.0,3960,3,1,one,yes,no,no,no,no,0,no,45137.846514958816,5137.8465149588155,7,0,0.1284461628739704
40500.0,4350,3,1,two,no,no,no,yes,no,1,no,62181.212069008056,21681.212069008056,8,2,0.5353385696051371
46500.0,3930,2,1,one,no,no,no,no,no,0,no,36107.725009787915,-10392.274990212085,5,1,-0.22348978473574377
52000.0,3570,3,1,two,yes,no,yes,no,no,0,no,52111.54656279563,111.54656279562914,6,0,0.002145126207608253
53000.0,3600,3,1,one,yes,no,no,no,no,1,no,47138.39468949902,-5861.605310500978,6,0,-0.11059632661322599
53900.0,2520,5,2,one,no,no,yes,no,yes,1,no,71571.3442123464,17671.344212346405,8,2,0.3278542525481708
50000.0,3480,3,1,one,no,no,no,no,yes,0,no,49579.842693594546,-420.1573064054537,6,0,-0.008403146128109074
55500.0,3180,4,2,two,yes,no,no,no,no,0,no,63239.30860415726,7739.308604157261,7,0,0.1394470018767074
56000.0,3290,2,1,one,yes,no,no,yes,no,1,no,59139.577630727406,3139.5776307274064,7,0,0.0560638862629894
60000.0,4000,4,2,two,no,no,no,no,no,0,no,59068.66762734967,-931.3323726503295,6,0,-0.015522206210838824
60000.0,2325,3,1,two,no,no,no,no,no,0,no,36877.13798115957,-23122.86201884043,4,2,-0.3853810336473405
69500.0,4350,2,1,one,yes,no,yes,no,no,0,no,48461.178840168606,-21038.821159831394,4,2,-0.3027168512205956
72000.0,3540,2,1,one,no,yes,yes,no,no,0,no,43291.97541269717,-28708.024587302833,4,3,-0.39872256371253934
92500.0,3960,3,1,one,yes,no,yes,no,no,2,no,55505.88120773014,-36994.11879226986,3,4,-0.39993641937589036
40500.0,2640,2,1,one,no,no,no,no,no,1,no,34860.65146473114,-5639.3485352688585,6,0,-0.1392431737103422
42000.0,2700,2,1,one,no,no,no,no,no,0,no,31812.48338064352,-10187.51661935648,5,1,-0.24255991950848763
47900.0,2700,3,1,one,no,no,no,no,no,0,no,33703.70749862249,-14196.29250137751,5,1,-0.29637353865088745
52000.0,3180,3,1,two,no,no,yes,no,no,0,no,43715.50528414681,-8284.494715853187,6,1,-0.15931720607409974
62000.0,3500,4,1,two,yes,no,no,no,no,2,no,56421.059606430616,-5578.9403935693845,6,0,-0.08998290957369975
41000.0,3630,2,1,one,yes,no,no,no,no,0,no,42094.240496477694,1094.2404964776943,6,0,0.026688792597016932
138300.0,6000,4,3,two,yes,yes,yes,yes,no,2,no,117574.51817019579,-20725.48182980421,4,2,-0.14985887078672602
42000.0,3150,3,1,two,no,no,no,no,no,0,no,39758.092732414945,-2241.907267585055,6,0,-0.05337874446631083
47000.0,3792,4,1,two,yes,no,no,no,no,0,no,50925.35885306257,3925.358853062571,7,0,0.08351827346941641
64500.0,3510,3,1,three,yes,no,no,no,no,0,no,53989.4403066457,-10510.559693354298,5,1,-0.16295441385045423
46000.0,3120,3,1,two,no,no,no,no,no,0,no,39653.3307414602,-6346.669258539798,6,0,-0.1379710708378217
58000.0,3000,4,1,three,yes,no,yes,no,yes,2,no,77620.06870131416,19620.068701314158,8,2,0.338277046574382
70100.0,4200,3,1,two,yes,no,no,no,no,1,no,53716.58987806518,-16383.410121934823,5,2,-0.23371483768808593
78500.0,2817,4,2,two,no,yes,yes,no,no,1,no,66741.4014686857,-11758.598531314303,5,1,-0.14979106409317583
87250.0,3240,4,1,three,yes,no,no,no,no,1,no,58195.4985720291,-29054.5014279709,4,3,-0.33300288169594155
70800.0,2800,3,2,two,no,no,yes,no,yes,1,no,73249.62992810406,2449.6299281040556,6,0,0.03459929276983129
56000.0,3816,2,1,one,yes,no,yes,no,yes,2,no,66264.12296331718,10264.122963317175,7,1,0.18328791005923528
48000.0,3185,2,1,one,yes,no,yes,no,no,2,no,50908.305656753684,2908.305656753684,6,0,0.06058970118236842
68000.0,6321,3,1,two,yes,no,yes,no,yes,1,no,78128.2366294913,10128.236629491294,7,1,0.14894465631604845
79000.0,3650,3,2,two,yes,no,no,no,no,2,no,69504.73980979677,-9495.260190203233,5,1,-0.12019316696459789
80000.0,4700,4,1,two,yes,yes,yes,no,yes,1,no,79052.32689409282,-947.6731059071753,6,0,-0.011845913823839692
87000.0,6615,4,2,two,yes,yes,no,yes,no,1,no,98160.70199142236,11160.701991422364,7,1,0.12828393093588925
